OBJECT  = 'PS1-10afx' / Name of the object observed                
OBSERVER= 'Quimby,Oguri,Moriya' 
TELESCOP= 'Keck I  '                                                            
SLITNAME= 'long_1.0' / 1.0 arcsec wide slit                                             
DICHNAME= '560     '                                                            
GRISNAME= '400/3400'                                                            
GRANAME = '400/8500'                                                            
GRANGLE =          25.87923241                                                  
WAVELEN =        7848.05908203                                                  
REDFILT = 'Clear   '                                                            
UTC     = '06:01:33.76'                                                         
MJD-OBS = '56542.251085'                                                        
ST      = '18:45:35.99'                                                         
DATE-OBS= '2013-09-07'                                                          
AIRMASS =           1.25 / Median over observation
RA      = '22:11:24.162'                                                         
DEC     = '+00:09:43.49'                                                         
EQUINOX =        2000.00000000                                                  
TOTEXPB = 22022.0 / seconds total exposure (blue channel)
TOTEXPR = 22876.3 / seconds total exposure (red channel)
DATE_BEG= '2013-09-07T06:01:33' / start of the first exposure
DATE_END= '2013-09-07T13:42:21' / end of the last exposure
REDUCEBY= Quimby

#     wav (A)    flux (flam)      eflux           skyflux
      7023.88   7.1520600e-19   3.2482987e-19   1.8793374e-17
      7024.88   4.1211207e-19   3.2487038e-19   1.8843288e-17
      7025.88   5.7012417e-19   3.2536092e-19   1.8941852e-17
      7026.88   4.3565039e-19   3.2778782e-19   1.9277174e-17
      7027.88   3.3490822e-19   3.2743011e-19   1.9316351e-17
      7028.88   4.5671180e-19   3.3335621e-19   2.0072995e-17
      7029.88   4.6287793e-19   3.3303083e-19   2.0070218e-17
      7030.88   6.8764969e-19   3.3313391e-19   2.0098517e-17
      7031.88   4.6387160e-19   3.3779010e-19   2.0764832e-17
      7032.88   3.9032897e-19   3.3668815e-19   2.0583229e-17
      7033.88   5.0526276e-19   3.3939960e-19   2.1024037e-17
      7034.88   4.9939711e-19   3.4145138e-19   2.1336921e-17
      7035.88   4.1907358e-19   3.4496635e-19   2.1818200e-17
      7036.88   4.5028595e-19   3.4437460e-19   2.1723762e-17
      7037.88   5.9324145e-19   3.4797274e-19   2.2268852e-17
      7038.88   4.8609486e-19   3.4978271e-19   2.2540162e-17
      7039.88   9.0770785e-19   3.5186992e-19   2.2823045e-17
      7040.88   6.2030863e-19   3.5468692e-19   2.3269883e-17
      7041.88   3.2120339e-19   3.6454356e-19   2.4733735e-17
      7042.88   3.0827301e-19   3.6791645e-19   2.5279656e-17
      7043.88   7.8563171e-19   3.7460662e-19   2.6293399e-17
      7044.88   8.2579780e-19   3.8480286e-19   2.7977910e-17
      7045.88   4.3878216e-19   3.9482620e-19   2.9640618e-17
      7046.88   7.6909631e-19   4.0274482e-19   3.0997125e-17
      7047.88   3.5320144e-19   4.0960617e-19   3.2119553e-17
      7048.88   6.1474107e-19   4.0975297e-19   3.2187161e-17
      7049.88   6.2567542e-19   4.0229672e-19   3.0933912e-17
      7050.88   6.2022320e-19   3.9533260e-19   2.9828217e-17
      7051.88   2.7864862e-19   3.8038687e-19   2.7406112e-17
      7052.88   4.8730017e-19   3.6800863e-19   2.5505910e-17
      7053.88   9.5957106e-19   3.5627202e-19   2.3710209e-17
      7054.88   4.6802436e-19   3.5214022e-19   2.3084831e-17
      7055.88   6.1241809e-19   3.4486557e-19   2.1996801e-17
      7056.88   4.1949788e-19   3.3941159e-19   2.1300389e-17
      7057.88   7.7955320e-19   3.3635093e-19   2.0852161e-17
      7058.88   6.5727988e-19   3.3642088e-19   2.0834826e-17
      7059.88   6.3649715e-19   3.3881077e-19   2.1218259e-17
      7060.88   7.7013674e-19   3.4367456e-19   2.1893683e-17
      7061.88   6.0063250e-19   3.4611719e-19   2.2299225e-17
      7062.88   5.0134938e-19   3.4936029e-19   2.2778779e-17
      7063.88   5.1963574e-19   3.5208737e-19   2.3226817e-17
      7064.88   5.1103371e-19   3.5287826e-19   2.3292830e-17
      7065.88   7.5820925e-19   3.5411209e-19   2.3540109e-17
      7066.88   3.8656763e-19   3.5635625e-19   2.3860103e-17
      7067.88   6.0925894e-19   3.5471433e-19   2.3643173e-17
      7068.88   8.0731644e-19   3.5254423e-19   2.3295566e-17
      7069.88   6.1180813e-19   3.5398649e-19   2.3550820e-17
      7070.88   5.3643106e-19   3.5175067e-19   2.3226951e-17
      7071.88   6.8997414e-19   3.5191831e-19   2.3263405e-17
      7072.88   4.2316060e-19   3.4890608e-19   2.2872541e-17
      7073.88   7.1741942e-19   3.5347928e-19   2.3483650e-17
      7074.88   4.5730184e-19   3.5054658e-19   2.3048251e-17
      7075.88   4.5789447e-19   3.5059108e-19   2.3137379e-17
      7076.88   4.9104207e-19   3.5107526e-19   2.3217478e-17
      7077.88   6.5535838e-19   3.5039922e-19   2.3077130e-17
      7078.88   5.9264567e-19   3.5498944e-19   2.3803631e-17
      7079.88   7.6878602e-19   3.5758749e-19   2.4174392e-17
      7080.88   6.7356105e-19   3.5729846e-19   2.4169651e-17
      7081.88   6.4180743e-19   3.5463550e-19   2.3768556e-17
      7082.88   6.1540453e-19   3.5603491e-19   2.4017765e-17
      7083.88   3.0738455e-19   3.5585882e-19   2.3968413e-17
      7084.88   5.0476564e-19   3.5707528e-19   2.4215622e-17
      7085.88   5.9197547e-19   3.6108173e-19   2.4773449e-17
      7086.88   4.0683704e-19   3.6374777e-19   2.5244664e-17
      7087.88   5.1870883e-19   3.6404207e-19   2.5275057e-17
      7088.88   4.3098923e-19   3.6728217e-19   2.5810272e-17
      7089.88   5.0050202e-19   3.6200030e-19   2.4979153e-17
      7090.88   6.1575773e-19   3.5742738e-19   2.4309363e-17
      7091.88   8.5297015e-19   3.4871106e-19   2.3006584e-17
      7092.88   5.1216643e-19   3.4545922e-19   2.2527028e-17
      7093.88   7.2735474e-19   3.3846312e-19   2.1468966e-17
      7094.88   4.4418788e-19   3.3328498e-19   2.0803788e-17
      7095.88   4.7440871e-19   3.2996044e-19   2.0335365e-17
      7096.88   5.0297384e-19   3.2537669e-19   1.9675564e-17
      7097.88   6.0206001e-19   3.2500573e-19   1.9642133e-17
      7098.88   5.9275525e-19   3.2759642e-19   1.9996185e-17
      7099.88   6.9392709e-19   3.2628549e-19   1.9831735e-17
      7100.88   7.0252838e-19   3.2506666e-19   1.9664882e-17
      7101.88   6.4777082e-19   3.2534852e-19   1.9722438e-17
      7102.88   3.3272244e-19   3.2586744e-19   1.9789497e-17
      7103.88   4.1340908e-19   3.2620526e-19   1.9889885e-17
      7104.88   7.3978352e-19   3.2749950e-19   1.9987030e-17
      7105.88   5.3175657e-19   3.2726574e-19   2.0010827e-17
      7106.88   7.0532033e-19   3.2420449e-19   1.9585346e-17
      7107.88   4.2100895e-19   3.2759382e-19   2.0092161e-17
      7108.88   3.6950431e-19   3.2687673e-19   1.9970727e-17
      7109.88   4.0493695e-19   3.2954093e-19   2.0391074e-17
      7110.88   6.7917167e-19   3.2860125e-19   2.0232128e-17
      7111.88   4.1054201e-19   3.3069516e-19   2.0544066e-17
      7112.88   5.6218031e-19   3.2885154e-19   2.0249889e-17
      7113.88   6.4813651e-19   3.2912479e-19   2.0341876e-17
      7114.88   6.7573824e-19   3.2933990e-19   2.0391372e-17
      7115.88   3.4531866e-19   3.2754207e-19   2.0109910e-17
      7116.88   4.1780890e-19   3.2531487e-19   1.9851486e-17
      7117.88   4.6265247e-19   3.2812867e-19   2.0192396e-17
      7118.88   3.8128906e-19   3.2478350e-19   1.9760227e-17
      7119.88   4.0304864e-19   3.2365375e-19   1.9603223e-17
      7120.88   4.9468675e-19   3.2224145e-19   1.9438823e-17
      7121.88   7.3150539e-19   3.1999734e-19   1.9071915e-17
      7122.88   6.9160293e-19   3.2130234e-19   1.9332530e-17
      7123.88   4.5576315e-19   3.3146385e-19   2.0673261e-17
      7124.88   6.0858666e-19   3.3323005e-19   2.0972654e-17
      7125.88   4.5488107e-19   3.3327513e-19   2.1000435e-17
      7126.88   6.0044967e-19   3.3831754e-19   2.1744539e-17
      7127.88   6.9794178e-19   3.3938289e-19   2.1862269e-17
      7128.88   3.6502406e-19   3.4276266e-19   2.2424279e-17
      7129.88   5.9563014e-19   3.4551888e-19   2.2782492e-17
      7130.88   3.5415343e-19   3.4615867e-19   2.2903250e-17
      7131.88   6.0764095e-19   3.4164653e-19   2.2220038e-17
      7132.88   5.4319655e-19   3.3919509e-19   2.1921535e-17
      7133.88   5.2446416e-19   3.3635679e-19   2.1517775e-17
      7134.88   4.7226803e-19   3.3462946e-19   2.1196974e-17
      7135.88   4.4954811e-19   3.2988278e-19   2.0568235e-17
      7136.88   5.1622370e-19   3.2870183e-19   2.0393069e-17
      7137.88   5.0797557e-19   3.3328904e-19   2.0984341e-17
      7138.88   5.5682183e-19   3.3395948e-19   2.1175396e-17
      7139.88   5.8252596e-19   3.4206266e-19   2.2353631e-17
      7140.88   4.2008445e-19   3.5040377e-19   2.3563429e-17
      7141.88   6.8351473e-19   3.6255572e-19   2.5444472e-17
      7142.88   5.0036276e-19   3.6976267e-19   2.6597083e-17
      7143.88   5.0274583e-19   3.7425297e-19   2.7335497e-17
      7144.88   6.2082248e-19   3.7269921e-19   2.7063894e-17
      7145.88   3.2108120e-19   3.7130727e-19   2.6907807e-17
      7146.88   3.4795949e-19   3.6588490e-19   2.5988010e-17
      7147.88   3.4197779e-19   3.6099097e-19   2.5301726e-17
      7148.88   3.9593457e-19   3.5793542e-19   2.4763238e-17
      7149.88   5.7730873e-19   3.5056059e-19   2.3655575e-17
      7150.88   4.8518544e-19   3.4210939e-19   2.2393479e-17
      7151.88   3.2804833e-19   3.4026079e-19   2.2120976e-17
      7152.88   5.7961679e-19   3.3462708e-19   2.1287594e-17
      7153.88   7.3983270e-19   3.3313552e-19   2.1060451e-17
      7154.88   5.6392247e-19   3.2986388e-19   2.0673238e-17
      7155.88   8.1822293e-19   3.3596831e-19   2.1461588e-17
      7156.88   5.6559067e-19   3.3745714e-19   2.1682714e-17
      7157.88   4.9735485e-19   3.3970342e-19   2.2084149e-17
      7158.88   5.2278630e-19   3.4313435e-19   2.2581354e-17
      7159.88   3.5619220e-19   3.4053321e-19   2.2204195e-17
      7160.88   7.4121916e-19   3.4463861e-19   2.2743908e-17
      7161.88   8.5298400e-19   3.5049846e-19   2.3362013e-17
      7162.88   5.5184652e-19   3.4971112e-19   2.3276927e-17
      7163.88   4.6600071e-19   3.4927746e-19   2.3214064e-17
      7164.88   5.2009464e-19   3.4887115e-19   2.3112476e-17
      7165.88   5.3820723e-19   3.4947011e-19   2.2995616e-17
      7166.88   7.1205448e-19   3.4981697e-19   2.3009667e-17
      7167.88   6.1545734e-19   3.5230812e-19   2.3316689e-17
      7168.88   5.6165668e-19   3.5191330e-19   2.3159749e-17
      7169.88   5.5182695e-19   3.5003118e-19   2.2854004e-17
      7170.88   4.8536009e-19   3.5181258e-19   2.3160811e-17
      7171.88   4.5357886e-19   3.5186715e-19   2.3052579e-17
      7172.88   6.5915231e-19   3.5456467e-19   2.3403409e-17
      7173.88   5.3926447e-19   3.5490839e-19   2.3433070e-17
      7174.88   4.7270887e-19   3.6324550e-19   2.4599928e-17
      7175.88   5.2044703e-19   3.5961548e-19   2.4106115e-17
      7176.88   6.3348430e-19   3.5960021e-19   2.4191196e-17
      7177.88   6.1618051e-19   3.5843369e-19   2.4001955e-17
      7178.88   7.0228078e-19   3.6019465e-19   2.4189138e-17
      7179.88   6.7605497e-19   3.5649882e-19   2.3706628e-17
      7180.88   6.4482657e-19   3.5758586e-19   2.3762942e-17
      7181.88   5.1204252e-19   3.5477914e-19   2.3287397e-17
      7182.88   6.1564320e-19   3.4818101e-19   2.2173599e-17
      7183.88   3.6657313e-19   3.4868759e-19   2.1971163e-17
      7184.88   6.4596041e-19   3.4267094e-19   2.1030949e-17
      7185.88   7.3872842e-19   3.3951001e-19   2.0682775e-17
      7186.88   5.5837763e-19   3.3730871e-19   2.0434993e-17
      7187.88   6.4157337e-19   3.3181564e-19   1.9903747e-17
      7188.88   4.6439361e-19   3.2812021e-19   1.9481555e-17
      7189.88   4.0820175e-19   3.2949767e-19   1.9692123e-17
      7190.88   5.9130882e-19   3.2799211e-19   1.9446602e-17
      7191.88   4.8600848e-19   3.2768225e-19   1.9455235e-17
      7192.88   8.3886543e-19   3.3005463e-19   1.9676913e-17
      7193.88   5.5991999e-19   3.2697999e-19   1.9397630e-17
      7194.88   5.1170018e-19   3.2518912e-19   1.9245318e-17
      7195.88   4.5670956e-19   3.2912286e-19   1.9859158e-17
      7196.88   3.8696905e-19   3.2623273e-19   1.9527853e-17
      7197.88   6.2787372e-19   3.2789466e-19   1.9768924e-17
      7198.88   7.8564889e-19   3.2949073e-19   1.9888446e-17
      7199.88   4.4150602e-19   3.3232551e-19   2.0184447e-17
      7200.88   4.1938104e-19   3.3439513e-19   2.0374438e-17
      7201.88   3.9055145e-19   3.3202322e-19   2.0073829e-17
      7202.88   4.8900451e-19   3.3091831e-19   1.9898045e-17
      7203.88   4.0163611e-19   3.2884128e-19   1.9606659e-17
      7204.88   6.3167685e-19   3.2553101e-19   1.9297296e-17
      7205.88   6.1172072e-19   3.2755748e-19   1.9613082e-17
      7206.88   5.2182957e-19   3.2522111e-19   1.9381962e-17
      7207.88   3.1959958e-19   3.2059694e-19   1.9101961e-17
      7208.88   5.2561672e-19   3.2135656e-19   1.9287744e-17
      7209.88   5.4561525e-19   3.1953229e-19   1.9039185e-17
      7210.88   4.4289063e-19   3.1935902e-19   1.9144586e-17
      7211.88   3.6627393e-19   3.2017429e-19   1.9242868e-17
      7212.88   5.8735973e-19   3.1844060e-19   1.9108245e-17
      7213.88   5.6055945e-19   3.1525499e-19   1.8721639e-17
      7214.88   4.4278232e-19   3.1900093e-19   1.9217773e-17
      7215.88   7.7595655e-19   3.1815456e-19   1.8967881e-17
      7216.88   4.2683052e-19   3.1891122e-19   1.9186043e-17
      7217.88   7.2407391e-19   3.2233330e-19   1.9694848e-17
      7218.88   4.7521909e-19   3.2729425e-19   2.0407834e-17
      7219.88   8.2370897e-19   3.2981026e-19   2.0720821e-17
      7220.88   1.3137231e-18   3.3652553e-19   2.1590443e-17
      7221.88   6.2847539e-19   3.4048819e-19   2.2200405e-17
      7222.88   6.0832733e-19   3.4265376e-19   2.2589448e-17
      7223.88   4.7264435e-19   3.4272544e-19   2.2549644e-17
      7224.88   5.2347698e-19   3.4562166e-19   2.2865336e-17
      7225.88   7.5441604e-19   3.4448180e-19   2.2675320e-17
      7226.88   5.2459385e-19   3.4340966e-19   2.2681507e-17
      7227.88   3.9682354e-19   3.4165751e-19   2.2373860e-17
      7228.88   5.0424466e-19   3.4114988e-19   2.2151953e-17
      7229.88   7.6714591e-19   3.4356023e-19   2.2441970e-17
      7230.88   2.0075177e-19   3.5199532e-19   2.3489683e-17
      7231.88   4.7221441e-19   3.5360841e-19   2.3553380e-17
      7232.88   6.5455797e-19   3.5888032e-19   2.4250720e-17
      7233.88   5.3112673e-19   3.8876206e-19   2.8948936e-17
      7234.88   4.7092901e-19   4.4819262e-19   3.9414081e-17
      7235.88   4.5670952e-19   5.3283203e-19   5.7359703e-17
      7236.88   7.3104145e-19   6.2151353e-19   7.9375935e-17
      7237.88   4.7354702e-19   6.9283097e-19   9.9400655e-17
      7238.88   2.8598422e-19   7.5007877e-19   1.1722756e-16
      7239.88   3.0803312e-19   7.9921953e-19   1.3349176e-16
      7240.88  -1.8811383e-22   8.3696116e-19   1.4606551e-16
      7241.88   5.6468165e-19   8.6997929e-19   1.5809468e-16
      7242.88   7.2999068e-19   8.6769535e-19   1.5725153e-16
      7243.88   6.4142996e-19   8.4216150e-19   1.4866751e-16
      7244.88   9.9049100e-19   7.9943996e-19   1.3376991e-16
      7245.88  -3.9512541e-20   7.6790026e-19   1.2391895e-16
      7246.88  -3.3973615e-20   6.9264855e-19   1.0072727e-16
      7247.88   8.0521042e-19   6.2698369e-19   8.2191226e-17
      7248.88   6.0072684e-19   5.6137386e-19   6.5150717e-17
      7249.88   7.3997933e-19   5.2017023e-19   5.5323849e-17
      7250.88   4.7323262e-19   4.8960848e-19   4.8418512e-17
      7251.88   3.4093368e-19   4.8095870e-19   4.6423964e-17
      7252.88   5.0230901e-19   4.7862785e-19   4.5803229e-17
      7253.88   3.5878820e-19   4.7458165e-19   4.5149926e-17
      7254.88   4.9967385e-19   4.5796606e-19   4.2293930e-17
      7255.88   5.0247043e-19   4.4346752e-19   3.9546852e-17
      7256.88   5.7335694e-19   4.1928187e-19   3.4944942e-17
      7257.88   5.6257799e-19   3.9407560e-19   3.0641940e-17
      7258.88   6.0021244e-19   3.7160046e-19   2.6988174e-17
      7259.88   5.3949132e-19   3.5779559e-19   2.4817014e-17
      7260.88   5.3789242e-19   3.5284535e-19   2.4010245e-17
      7261.88   5.4465866e-19   3.5332759e-19   2.3871277e-17
      7262.88   5.9354414e-19   3.5363408e-19   2.3962430e-17
      7263.88   4.9075642e-19   3.5692649e-19   2.4366510e-17
      7264.88   5.6137711e-19   3.6370331e-19   2.5427657e-17
      7265.88   4.1978819e-19   3.6654602e-19   2.5917283e-17
      7266.88   6.2118423e-19   3.7072939e-19   2.6802814e-17
      7267.88   5.1713754e-19   3.7766206e-19   2.8022445e-17
      7268.88   5.4878319e-19   3.7757313e-19   2.8091109e-17
      7269.88   4.4986870e-19   3.8669796e-19   2.9498225e-17
      7270.88   3.5587616e-19   4.3923595e-19   3.8864648e-17
      7271.88   1.9939572e-19   5.3530762e-19   5.8927989e-17
      7272.88   9.3412794e-19   6.6490448e-19   9.2078349e-17
      7273.88   2.3247840e-19   7.5606997e-19   1.1926967e-16
      7274.88   4.3644881e-19   8.2508289e-19   1.4211491e-16
      7275.88   9.4380418e-19   8.4831617e-19   1.5041273e-16
      7276.88   3.6629959e-20   8.5949325e-19   1.5499076e-16
      7277.88   1.0453983e-19   8.1477559e-19   1.3941908e-16
      7278.88   3.9263054e-19   7.3547331e-19   1.1380455e-16
      7279.88   3.1094260e-19   6.5835943e-19   9.1154471e-17
      7280.88   4.9384639e-19   6.1187652e-19   7.8461609e-17
      7281.88   5.9301573e-19   5.8874778e-19   7.2756361e-17
      7282.88   7.5070591e-19   5.8480609e-19   7.2009363e-17
      7283.88   3.0847327e-20   5.9037516e-19   7.3262560e-17
      7284.88   2.2536173e-19   5.8398116e-19   7.1263003e-17
      7285.88   2.1833356e-19   5.7787345e-19   6.9647840e-17
      7286.88   6.6125941e-19   5.3350491e-19   5.8656726e-17
      7287.88   6.9728818e-19   4.8478029e-19   4.7656226e-17
      7288.88   4.9634188e-19   4.4260793e-19   3.9111240e-17
      7289.88   8.1237450e-19   4.0570761e-19   3.2305069e-17
      7290.88   7.3004614e-19   3.8733784e-19   2.9116084e-17
      7291.88   4.3366667e-19   3.9481861e-19   3.0610168e-17
      7292.88   7.0401981e-19   4.0931072e-19   3.3295332e-17
      7293.88   7.7876642e-19   4.2081807e-19   3.5578546e-17
      7294.88   4.2592207e-19   4.2636407e-19   3.6517935e-17
      7295.88   3.9339694e-19   4.3211574e-19   3.7620827e-17
      7296.88   8.1037436e-19   4.2056094e-19   3.5621821e-17
      7297.88   7.2669421e-19   4.1391813e-19   3.4539372e-17
      7298.88   4.2877122e-19   4.1551279e-19   3.4651307e-17
      7299.88   4.1296327e-19   4.3550268e-19   3.8201515e-17
      7300.88   5.1823301e-19   4.5538295e-19   4.1928536e-17
      7301.88   4.9423861e-19   4.8208294e-19   4.7085228e-17
      7302.88   3.1676272e-19   4.9629596e-19   5.0099478e-17
      7303.88   4.5959445e-19   5.0606931e-19   5.2389897e-17
      7304.88   3.3534091e-19   4.9309796e-19   4.9744143e-17
      7305.88   8.3797025e-19   4.7476010e-19   4.5944017e-17
      7306.88   6.3069735e-19   4.4048575e-19   3.9132777e-17
      7307.88   2.7915206e-19   4.1411916e-19   3.4370265e-17
      7308.88   4.9340295e-19   3.8892897e-19   3.0057217e-17
      7309.88   6.2606399e-19   3.7907842e-19   2.8325796e-17
      7310.88   3.6291511e-19   4.1077204e-19   3.3798328e-17
      7311.88   6.2778531e-19   4.9798267e-19   5.0931905e-17
      7312.88   7.0388220e-19   5.9282272e-19   7.3432116e-17
      7313.88   2.4687831e-19   6.6605852e-19   9.3842814e-17
      7314.88   3.4932752e-19   7.1520816e-19   1.0841156e-16
      7315.88   4.9462315e-19   7.4014318e-19   1.1570507e-16
      7316.88   3.5402755e-19   7.5085376e-19   1.1950203e-16
      7317.88   7.1132704e-20   7.1257556e-19   1.0742541e-16
      7318.88   8.3258160e-19   6.3401776e-19   8.4467917e-17
      7319.88   5.1897378e-19   5.4571903e-19   6.2101147e-17
      7320.88   3.1705633e-19   4.5911326e-19   4.3429114e-17
      7321.88   5.0683548e-19   3.8848640e-19   3.0180664e-17
      7322.88   6.2361138e-19   3.5175485e-19   2.4196091e-17
      7323.88   4.1339097e-19   3.5867424e-19   2.5272672e-17
      7324.88   5.0127558e-19   4.0475839e-19   3.3108892e-17
      7325.88   7.3064865e-19   4.5639293e-19   4.2950898e-17
      7326.88   4.6120100e-19   5.0528346e-19   5.3385591e-17
      7327.88   4.9119938e-19   5.2865756e-19   5.8635230e-17
      7328.88   6.5633761e-19   5.5421883e-19   6.4838579e-17
      7329.88   2.9030135e-19   5.5408849e-19   6.4778914e-17
      7330.88   6.2109357e-19   5.3675419e-19   6.0568590e-17
      7331.88   5.0722556e-19   4.8424444e-19   4.8765653e-17
      7332.88  -4.0186106e-20   4.3799280e-19   3.9479240e-17
      7333.88   3.2894004e-19   3.9502195e-19   3.1499631e-17
      7334.88   8.4519710e-19   3.7974526e-19   2.8898928e-17
      7335.88   7.1948352e-19   4.3250538e-19   3.8385610e-17
      7336.88   3.5164769e-19   5.4663514e-19   6.2964704e-17
      7337.88   4.8767965e-19   6.4901342e-19   8.9851072e-17
      7338.88   1.1648541e-19   7.3124472e-19   1.1511072e-16
      7339.88   4.6167589e-19   7.8079831e-19   1.3160089e-16
      7340.88   1.7663917e-19   7.9846374e-19   1.3761347e-16
